feature_index,Chromosome,Start,End,selection_count,selection_freq
2763,23,282116,343473,70,0.23333333333333334
2068,17,2361350,2900841,70,0.23333333333333334
740,6,14553443,16323782,70,0.23333333333333334
735,6,6356121,7863271,70,0.23333333333333334
731,6,1535319,2846224,70,0.23333333333333334
1040,8,30952516,31295499,70,0.23333333333333334
1041,8,31336091,31896351,70,0.23333333333333334
1043,8,32161837,32407642,70,0.23333333333333334
1044,8,32418860,32553445,70,0.23333333333333334
2721,22,22681244,22690716,69,0.23
2751,22,41307174,41912419,69,0.23
1167,8,122563718,123364225,69,0.23
1045,8,32567438,32617200,69,0.23
2762,23,268930,281246,69,0.23
1182,8,135587578,136878332,69,0.23
2218,17,41983407,42049540,69,0.23
2223,17,43036086,43085236,69,0.23
179,1,142116690,142435868,69,0.23
1156,8,112428669,113232393,69,0.23
2206,17,38035466,38070950,69,0.23
2207,17,38077519,38710043,69,0.23
1092,8,42191493,42325689,69,0.23
1093,8,42333867,42484474,69,0.23
2157,17,30532205,30922368,69,0.23
1127,8,74834389,76915325,69,0.23
2156,17,30490486,30520567,69,0.23
1130,8,80201442,82469298,69,0.23
2163,17,31889297,31959669,69,0.23
2160,17,31182810,31330891,69,0.23
2158,17,30926421,30953397,69,0.23
1158,8,114153939,114208361,69,0.23
1162,8,117915188,119933236,69,0.23
1160,8,115852788,116921245,69,0.23
1159,8,114214217,115827427,69,0.23
1133,8,86580354,86725974,69,0.23
2379,17,77442683,77478901,69,0.23
1072,8,38534092,38573218,69,0.23
1101,8,47575650,47718854,69,0.23
208,1,158319014,158365270,69,0.23
1094,8,42492780,42651517,69,0.23
2078,17,9943837,11456680,69,0.23
2049,17,984101,1003742,69,0.23
2124,17,24974517,25131411,69,0.23
2076,17,8567837,9872633,69,0.23
2077,17,9885625,9934563,69,0.23
2625,20,48249501,48416335,69,0.23
2073,17,5031837,5332851,69,0.23
677,5,89942176,93303306,69,0.23
1055,8,35694285,35751327,69,0.23
686,5,119108165,125801997,69,0.23
1056,8,35761900,35857879,69,0.23
1046,8,32625061,32786232,69,0.23
396,3,46761824,46823673,69,0.23
1084,8,39962335,40121328,69,0.23
1085,8,40125478,40131470,69,0.23
861,6,139119957,139765820,69,0.23
1076,8,39013480,39080885,69,0.23
1077,8,39094753,39268591,69,0.23
1078,8,39281207,39333915,69,0.23
1773,14,19154992,19216369,69,0.23
1011,8,8117271,8132139,69,0.23
1604,12,9528590,9585156,69,0.23
2127,17,25537018,25610913,69,0.23
620,5,763494,786455,69,0.23
1131,8,82493004,83964171,69,0.23
1087,8,40546119,41025130,69,0.23
1089,8,41279137,41562453,69,0.23
2071,17,4393276,4966472,69,0.23
2109,17,22798530,22952517,69,0.23
2099,17,21211558,21386260,69,0.23
2080,17,12861144,13000886,69,0.23
1071,8,38313929,38522146,69,0.23
1070,8,38168564,38303346,69,0.23
679,5,93328253,96508341,69,0.23
683,5,100290917,104805236,69,0.23
1069,8,37896364,38162018,69,0.23
1126,8,74108126,74822651,68,0.22666666666666666
1164,8,120266140,121155354,68,0.22666666666666666
834,6,111038086,111980766,68,0.22666666666666666
1218,9,21698371,22292223,68,0.22666666666666666
1023,8,21490551,22657603,68,0.22666666666666666
1020,8,17316883,18940172,68,0.22666666666666666
1019,8,16701627,17310921,68,0.22666666666666666
2209,17,39139634,39275931,68,0.22666666666666666
2210,17,39280577,40847517,68,0.22666666666666666
1166,8,122056726,122518495,68,0.22666666666666666
40,1,16954838,16997273,68,0.22666666666666666
734,6,4933188,6340443,68,0.22666666666666666
1174,8,126589494,127668868,68,0.22666666666666666
724,6,611289,618999,68,0.22666666666666666
1155,8,111366937,112386078,68,0.22666666666666666
840,6,119263604,122326220,68,0.22666666666666666
736,6,7879466,9392103,68,0.22666666666666666
2176,17,34130896,34211434,68,0.22666666666666666
2161,17,31334408,31456645,68,0.22666666666666666
863,6,140293024,140905063,68,0.22666666666666666
839,6,115539064,119256600,68,0.22666666666666666
837,6,113313043,113625048,68,0.22666666666666666
835,6,111990899,112201862,68,0.22666666666666666
1018,8,16373516,16668380,68,0.22666666666666666
2380,17,77503378,77503685,68,0.22666666666666666
1125,8,73566583,74092303,68,0.22666666666666666
1124,8,72600927,73538243,68,0.22666666666666666
1073,8,38599339,38743232,68,0.22666666666666666
814,6,80170446,80661257,68,0.22666666666666666
808,6,77126953,77532707,68,0.22666666666666666
1083,8,39870841,39957091,68,0.22666666666666666
2155,17,30330617,30480991,68,0.22666666666666666
1086,8,40137595,40540201,68,0.22666666666666666
2153,17,29697205,29855844,68,0.22666666666666666
2112,17,23604362,23631712,68,0.22666666666666666
2111,17,23030260,23591463,68,0.22666666666666666
257,1,239391358,239517083,68,0.22666666666666666
815,6,80681800,81065819,68,0.22666666666666666
1774,14,19268776,19330937,68,0.22666666666666666
1091,8,42123757,42175380,68,0.22666666666666666
1075,8,38796308,39003321,68,0.22666666666666666
855,6,135520431,136095714,68,0.22666666666666666
1080,8,39368509,39505256,68,0.22666666666666666
860,6,137982450,139107896,68,0.22666666666666666
680,5,96522323,96603723,68,0.22666666666666666
2629,20,48906328,50098541,68,0.22666666666666666
2042,17,48539,59739,68,0.22666666666666666
694,5,150148732,150201145,68,0.22666666666666666
696,5,152572508,153979903,68,0.22666666666666666
2126,17,25179301,25520058,68,0.22666666666666666
691,5,140433878,142819410,68,0.22666666666666666
2103,17,22315936,22324326,68,0.22666666666666666
2081,17,13035306,15423538,68,0.22666666666666666
2100,17,21393584,21442476,68,0.22666666666666666
2764,23,354639,380891,68,0.22666666666666666
741,6,16343597,18497312,67,0.22333333333333333
2101,17,21627596,22078642,67,0.22333333333333333
2110,17,22978886,23005210,67,0.22333333333333333
739,6,12512986,14535258,67,0.22333333333333333
2079,17,11469879,12854787,67,0.22333333333333333
852,6,135204537,135259324,67,0.22333333333333333
1081,8,39535655,39813797,67,0.22333333333333333
831,6,110408187,110448454,67,0.22333333333333333
854,6,135286400,135498058,67,0.22333333333333333
2031,16,73022578,73030029,67,0.22333333333333333
2098,17,20959898,21204422,67,0.22333333333333333
2038,16,86874711,86968529,67,0.22333333333333333
2032,16,73043507,76974056,67,0.22333333333333333
2123,17,24920439,24966191,67,0.22333333333333333
2125,17,25145468,25170458,67,0.22333333333333333
689,5,140203440,140221835,67,0.22333333333333333
809,6,77558013,78882312,67,0.22333333333333333
1074,8,38750609,38784733,67,0.22333333333333333
2139,17,27277260,27351012,67,0.22333333333333333
1885,15,19805960,19845942,67,0.22333333333333333
2129,17,25816140,25841839,67,0.22333333333333333
2133,17,26229215,26272399,67,0.22333333333333333
2224,17,43100477,43148025,67,0.22333333333333333
836,6,112208462,113294566,67,0.22333333333333333
1886,15,19860116,19886840,67,0.22333333333333333
1887,15,19910867,20060061,67,0.22333333333333333
1132,8,83989363,86575296,67,0.22333333333333333
1123,8,71114730,72584340,67,0.22333333333333333
813,6,79161515,80141390,67,0.22333333333333333
1088,8,41074444,41272917,67,0.22333333333333333
1872,14,105857193,105881279,67,0.22333333333333333
1090,8,41575958,42118548,67,0.22333333333333333
2211,17,40859120,40926154,67,0.22333333333333333
2149,17,28911341,29088941,67,0.22333333333333333
733,6,4651403,4923955,67,0.22333333333333333
864,6,140939171,142310445,67,0.22333333333333333
2151,17,29404250,29421633,67,0.22333333333333333
180,1,142444242,142565191,67,0.22333333333333333
1175,8,127689556,127938480,67,0.22333333333333333
1172,8,125436684,125595512,67,0.22333333333333333
231,1,199135441,199222301,67,0.22333333333333333
2159,17,30969234,31172667,67,0.22333333333333333
1178,8,128905144,129748492,67,0.22333333333333333
2152,17,29432404,29684217,67,0.22333333333333333
2164,17,31965989,32176678,67,0.22333333333333333
2162,17,31461588,31504564,67,0.22333333333333333
812,6,79101978,79133892,66,0.22
803,6,72170740,73920835,66,0.22
2442,19,232836,236846,66,0.22
2039,16,86985669,88124384,66,0.22
2765,23,384298,385792,66,0.22
2166,17,32387558,32487357,66,0.22
732,6,2851182,4639919,66,0.22
829,6,108294479,109435745,66,0.22
827,6,106034811,106363651,66,0.22
828,6,106401543,108269233,66,0.22
2146,17,28561477,28584812,66,0.22
2167,17,32493219,32550413,66,0.22
2145,17,28278626,28550069,66,0.22
2148,17,28802490,28903337,66,0.22
2150,17,29103472,29392501,66,0.22
2143,17,27758021,27820895,66,0.22
1176,8,127952070,128717669,66,0.22
2142,17,27707501,27725649,66,0.22
1103,8,48952907,49214104,66,0.22
1097,8,43143792,43155815,66,0.22
1102,8,47740011,48934830,66,0.22
1129,8,78683881,80171898,66,0.22
2624,20,48228815,48242575,66,0.22
744,6,19049822,20716660,66,0.22
747,6,24244934,26055528,66,0.22
726,6,655129,1291357,66,0.22
2066,17,2286862,2330659,66,0.22
832,6,110490286,110621141,66,0.22
1892,15,22038880,22138119,66,0.22
1163,8,119955970,120250296,66,0.22
1128,8,76956931,78656441,66,0.22
1775,14,19350230,19397709,66,0.22
1173,8,125614708,126552359,66,0.22
2128,17,25637986,25806515,66,0.22
737,6,9450338,11338185,66,0.22
830,6,109441576,110404222,66,0.22
2029,16,71838028,72906433,66,0.22
2020,16,68667006,68679377,66,0.22
2016,16,66324844,67303969,66,0.22
2036,16,86462708,86560114,66,0.22
1082,8,39824552,39841148,66,0.22
687,5,125809649,131839536,66,0.22
2056,17,1542118,1560766,66,0.22
2028,16,71180297,71797476,66,0.22
745,6,20726739,22048197,66,0.22
2040,16,88130840,88690571,65,0.21666666666666667
738,6,11346965,12462252,65,0.21666666666666667
2720,22,22672513,22676549,65,0.21666666666666667
2064,17,1912424,2133315,65,0.21666666666666667
2055,17,1531031,1536140,65,0.21666666666666667
11,1,2611444,2641811,65,0.21666666666666667
187,1,145820605,146012014,65,0.21666666666666667
2168,17,32563736,32871918,65,0.21666666666666667
2144,17,27825845,28263118,65,0.21666666666666667
2147,17,28592613,28797008,65,0.21666666666666667
816,6,81088018,85574506,65,0.21666666666666667
2196,17,36083031,36242899,65,0.21666666666666667
1596,12,412868,427816,65,0.21666666666666667
2383,17,77704506,78562654,65,0.21666666666666667
2382,17,77653668,77696106,65,0.21666666666666667
1117,8,64430407,65154750,65,0.21666666666666667
1009,8,7040596,7261418,65,0.21666666666666667
1104,8,49291873,50106229,65,0.21666666666666667
690,5,140228321,140427074,65,0.21666666666666667
1099,8,43264404,43419507,65,0.21666666666666667
75,1,43848683,44593810,65,0.21666666666666667
2051,17,1302415,1427745,65,0.21666666666666667
2050,17,1008443,1295205,65,0.21666666666666667
2048,17,465054,974692,65,0.21666666666666667
682,5,98471909,100277629,65,0.21666666666666667
810,6,78930885,78983276,65,0.21666666666666667
804,6,73930795,74768342,65,0.21666666666666667
1098,8,43167926,43254441,65,0.21666666666666667
1096,8,42917603,43133142,65,0.21666666666666667
1095,8,42663013,42899872,65,0.21666666666666667
2291,17,54572159,54705018,65,0.21666666666666667
2215,17,41527705,41566540,64,0.21333333333333335
1122,8,69601839,71105403,64,0.21333333333333335
842,6,122710361,123097090,64,0.21333333333333335
188,1,146473741,146512434,64,0.21333333333333335
2141,17,27463558,27702851,64,0.21333333333333335
2222,17,42975134,43019545,64,0.21333333333333335
2052,17,1432975,1439166,64,0.21333333333333335
2053,17,1440363,1452762,64,0.21333333333333335
79,1,46445058,47002412,64,0.21333333333333335
2102,17,22129889,22142513,64,0.21333333333333335
2059,17,1718892,1845756,64,0.21333333333333335
2065,17,2145322,2286311,64,0.21333333333333335
2723,22,22725750,22731544,64,0.21333333333333335
2083,17,16578627,16713678,64,0.21333333333333335
805,6,74827202,75616671,64,0.21333333333333335
856,6,136159988,136555576,64,0.21333333333333335
806,6,75632175,75961320,64,0.21333333333333335
2097,17,20891730,20949831,64,0.21333333333333335
807,6,75968174,77079694,64,0.21333333333333335
841,6,122354776,122673457,64,0.21333333333333335
838,6,113685697,115481584,64,0.21333333333333335
818,6,89106148,90015649,64,0.21333333333333335
1121,8,69491717,69596562,64,0.21333333333333335
267,1,245082256,245121447,64,0.21333333333333335
1744,13,59551837,62339014,64,0.21333333333333335
1120,8,68236561,69486500,64,0.21333333333333335
1907,15,39989024,40217541,64,0.21333333333333335
1883,15,18835660,18884436,64,0.21333333333333335
1882,15,18722595,18790589,64,0.21333333333333335
1906,15,39590440,39979013,64,0.21333333333333335
794,6,66247043,66553014,64,0.21333333333333335
463,3,143686906,144718154,64,0.21333333333333335
71,1,40617288,40677227,64,0.21333333333333335
2096,17,20727682,20882716,64,0.21333333333333335
699,5,159735059,161722215,64,0.21333333333333335
70,1,40207650,40612758,64,0.21333333333333335
72,1,40682830,41867848,64,0.21333333333333335
2119,17,24265896,24395518,64,0.21333333333333335
123,1,76105071,76128015,63,0.21
811,6,79035891,79079988,63,0.21
2436,18,66394814,68375250,63,0.21
2631,20,51282489,52306283,63,0.21
859,6,137534872,137928470,63,0.21
2411,18,17278237,18565403,63,0.21
697,5,154006451,157875296,63,0.21
702,5,166676986,169967887,63,0.21
2420,18,28288419,29558913,63,0.21
385,3,16617887,16778176,63,0.21
857,6,136561135,136680507,63,0.21
853,6,135272442,135280233,63,0.21
76,1,44600018,45223413,63,0.21
2033,16,76981676,82121025,63,0.21
2044,17,403833,443042,63,0.21
2035,16,83310258,86444508,63,0.21
2120,17,24404020,24439755,63,0.21
2121,17,24446821,24694533,63,0.21
73,1,41873732,42747586,63,0.21
74,1,42754729,43839204,63,0.21
688,5,131845023,140196482,63,0.21
2089,17,19083766,19526967,63,0.21
2086,17,17898157,18224296,63,0.21
2084,17,16733547,17098966,63,0.21
2058,17,1703729,1713758,63,0.21
2722,22,22695759,22714749,63,0.21
1788,14,21464924,21511829,63,0.21
1893,15,22163893,22272781,63,0.21
2260,17,47941897,47991776,63,0.21
2292,17,54717870,54913363,63,0.21
1908,15,40224293,41638388,63,0.21
792,6,64750730,65951879,63,0.21
1010,8,7359040,7789937,63,0.21
178,1,141500919,141527782,63,0.21
1409,11,5742476,5762182,63,0.21
1408,11,3327942,5733442,63,0.21
1161,8,116969946,117894149,63,0.21
862,6,139797732,140252392,63,0.21
844,6,125139481,126167412,63,0.21
266,1,245054641,245071941,63,0.21
793,6,65983562,66231264,63,0.21
2135,17,26424460,26602264,63,0.21
2132,17,25965192,26220704,63,0.21
1177,8,128767860,128892972,63,0.21
1219,9,22316165,24603645,63,0.21
2195,17,35991941,36074566,63,0.21
2208,17,38784700,39114890,63,0.21
181,1,142570866,142598507,63,0.21
2170,17,32966528,33198713,63,0.21
546,4,69215734,69311985,63,0.21
817,6,85623360,89090699,63,0.21
2140,17,27364248,27450834,63,0.21
2194,17,35854781,35986154,63,0.21
825,6,101760344,102800128,63,0.21
826,6,102825672,106012872,63,0.21
2165,17,32221174,32383368,63,0.21
729,6,1361599,1435871,63,0.21
17,1,2882919,2901629,63,0.21
2752,22,41917843,42643973,63,0.21
78,1,46054586,46436383,63,0.21
2750,22,41293579,41298170,63,0.21
12,1,2643540,2645074,63,0.21
868,6,146437674,146587408,63,0.21
867,6,144123196,146421012,63,0.21
865,6,142327743,142777918,62,0.20666666666666667
2754,22,43357607,45400818,62,0.20666666666666667
2756,22,47066760,47270867,62,0.20666666666666667
16,1,2870100,2880675,62,0.20666666666666667
2169,17,32878910,32954357,62,0.20666666666666667
2197,17,36250672,36351895,62,0.20666666666666667
791,6,64633346,64705894,62,0.20666666666666667
2134,17,26277897,26409508,62,0.20666666666666667
799,6,68631929,69110566,62,0.20666666666666667
1740,13,56602818,56610886,62,0.20666666666666667
469,3,163997236,164023510,62,0.20666666666666667
1742,13,56770498,59473015,62,0.20666666666666667
470,3,164038925,164101784,62,0.20666666666666667
1191,9,153131,194193,62,0.20666666666666667
1413,11,7762277,7797993,62,0.20666666666666667
57,1,29088543,30687222,62,0.20666666666666667
2054,17,1456417,1524691,62,0.20666666666666667
2057,17,1562322,1703117,62,0.20666666666666667
2692,21,41150806,42748610,62,0.20666666666666667
800,6,69133049,69809498,62,0.20666666666666667
801,6,69820589,70731852,62,0.20666666666666667
2410,18,17030723,17267405,62,0.20666666666666667
2412,18,18594203,18968555,62,0.20666666666666667
390,3,25470432,29923292,62,0.20666666666666667
418,3,76042344,77513375,62,0.20666666666666667
389,3,24543616,25463517,62,0.20666666666666667
1100,8,43452736,43515874,62,0.20666666666666667
802,6,70738275,72163725,62,0.20666666666666667
2630,20,50108575,51268051,62,0.20666666666666667
2415,18,19733211,22259536,62,0.20666666666666667
2262,17,48439335,48854538,62,0.20666666666666667
2393,18,3556635,4569844,62,0.20666666666666667
1968,16,28508726,28529942,62,0.20666666666666667
2438,18,71041018,75196415,62,0.20666666666666667
2437,18,68386012,71032530,62,0.20666666666666667
1979,16,33495501,33539023,62,0.20666666666666667
378,3,4109224,4214897,62,0.20666666666666667
2115,17,24093273,24104500,62,0.20666666666666667
2116,17,24108428,24223451,62,0.20666666666666667
2118,17,24253086,24258741,62,0.20666666666666667
2034,16,82128902,83298645,62,0.20666666666666667
719,6,204528,238441,62,0.20666666666666667
2439,18,75205199,75248694,62,0.20666666666666667
66,1,37599215,38399540,62,0.20666666666666667
62,1,33189868,34166798,62,0.20666666666666667
63,1,34172947,35330813,62,0.20666666666666667
59,1,31006782,31124964,62,0.20666666666666667
723,6,334423,600935,62,0.20666666666666667
870,6,147893082,148854440,62,0.20666666666666667
2748,22,40072147,41213949,62,0.20666666666666667
2259,17,47869349,47911139,61,0.20333333333333334
2628,20,48849156,48891203,61,0.20333333333333334
2025,16,69417987,69744010,61,0.20333333333333334
1897,15,23967192,26208602,61,0.20333333333333334
402,3,54381805,55759111,61,0.20333333333333334
58,1,30716764,30984527,61,0.20333333333333334
2440,18,75254596,76110964,61,0.20333333333333334
2691,21,39927348,41144015,61,0.20333333333333334
2045,17,444378,446414,61,0.20333333333333334
701,5,162999771,166652000,61,0.20333333333333334
698,5,157900279,159729154,61,0.20333333333333334
1977,16,33280759,33424939,61,0.20333333333333334
2094,17,20569693,20596699,61,0.20333333333333334
124,1,76167515,76719796,61,0.20333333333333334
462,3,137852057,143671669,61,0.20333333333333334
1745,13,62380464,63593790,61,0.20333333333333334
1884,15,19109124,19465359,61,0.20333333333333334
1416,11,11183773,12966647,61,0.20333333333333334
1281,9,133002701,133023225,61,0.20333333333333334
167,1,117015146,117751415,61,0.20333333333333334
2753,22,42652021,43322780,61,0.20333333333333334
869,6,146601815,147881278,61,0.20333333333333334
1118,8,65175271,67640344,61,0.20333333333333334
1789,14,21518235,22000194,61,0.20333333333333334
2646,20,59216890,59833452,61,0.20333333333333334
420,3,79401618,80929281,61,0.20333333333333334
386,3,16792439,18668016,61,0.20333333333333334
858,6,136687816,137521284,61,0.20333333333333334
2356,17,70422533,70425975,61,0.20333333333333334
38,1,16757397,16794038,61,0.20333333333333334
1217,9,20707840,21648291,61,0.20333333333333334
1214,9,15605655,17354927,61,0.20333333333333334
189,1,146525071,146549143,61,0.20333333333333334
2202,17,37055494,37151062,61,0.20333333333333334
866,6,142788191,144116578,61,0.20333333333333334
796,6,66872400,66895777,61,0.20333333333333334
1106,8,50522918,51919678,61,0.20333333333333334
833,6,110630205,111025278,61,0.20333333333333334
2205,17,37416931,38029088,61,0.20333333333333334
2203,17,37158903,37306855,61,0.20333333333333334
2755,22,45406576,47045591,61,0.20333333333333334
1749,13,69055547,69699416,60,0.2
168,1,117757490,118781178,60,0.2
2130,17,25854264,25898780,60,0.2
256,1,239337733,239364269,60,0.2
1445,11,41982016,43404918,60,0.2
2063,17,1890246,1906352,60,0.2
2090,17,19542146,19715593,60,0.2
2093,17,20234571,20521986,60,0.2
2060,17,1859252,1859812,60,0.2
2082,17,15462570,16521872,60,0.2
65,1,35903416,37578554,60,0.2
2122,17,24708419,24915412,60,0.2
67,1,38432360,38569674,60,0.2
77,1,45231107,46047207,60,0.2
69,1,39437661,40202959,60,0.2
1956,16,14956177,14988855,60,0.2
849,6,131304839,132036965,60,0.2
2431,18,55763385,57119698,60,0.2
2435,18,64796820,66358047,60,0.2
2377,17,77012812,77405218,60,0.2
2359,17,71144026,71210200,60,0.2
1950,16,155724,182983,60,0.2
851,6,133447975,135173194,60,0.2
824,6,101081707,101714451,60,0.2
2204,17,37314955,37412772,60,0.2
495,4,833085,843614,60,0.2
182,1,142610589,142871406,60,0.2
1405,11,234177,263286,60,0.2
798,6,67665685,68602261,60,0.2
1848,14,73071404,73092018,60,0.2
125,1,76735134,77210667,60,0.2
2290,17,54320878,54565448,60,0.2
