feature_index,Chromosome,Start,End,selection_count,selection_freq
113,1,70172264,70544007,1,0.3333333333333333
114,1,70553640,70787481,1,0.3333333333333333
115,1,70848676,70955685,1,0.3333333333333333
116,1,70968966,72065805,1,0.3333333333333333
117,1,72080289,72473289,1,0.3333333333333333
118,1,72489681,72620747,1,0.3333333333333333
119,1,72661597,74078153,1,0.3333333333333333
120,1,74137824,74816963,1,0.3333333333333333
121,1,74824437,75454027,1,0.3333333333333333
122,1,75473473,76096464,1,0.3333333333333333
123,1,76105071,76128015,1,0.3333333333333333
124,1,76167515,76719796,1,0.3333333333333333
125,1,76735134,77210667,1,0.3333333333333333
126,1,77217365,77934334,1,0.3333333333333333
127,1,77945975,79392599,1,0.3333333333333333
128,1,79437815,80901791,1,0.3333333333333333
129,1,80938887,81107155,1,0.3333333333333333
130,1,81184008,83075209,1,0.3333333333333333
131,1,83100179,83359798,1,0.3333333333333333
132,1,83381408,83603746,1,0.3333333333333333
133,1,83635029,84586214,1,0.3333333333333333
134,1,84590209,84901413,1,0.3333333333333333
135,1,84921910,86224479,1,0.3333333333333333
136,1,86236843,87585025,1,0.3333333333333333
137,1,87607672,87697095,1,0.3333333333333333
138,1,87749501,87791319,1,0.3333333333333333
139,1,87839437,89193171,1,0.3333333333333333
140,1,89198467,91213470,1,0.3333333333333333
141,1,91230845,91708215,1,0.3333333333333333
142,1,91714670,93739491,1,0.3333333333333333
143,1,93748351,97087853,1,0.3333333333333333
144,1,97110991,102417008,1,0.3333333333333333
145,1,102443157,103810269,1,0.3333333333333333
146,1,103819551,103875725,1,0.3333333333333333
147,1,104018651,104671817,1,0.3333333333333333
148,1,104696813,106107236,1,0.3333333333333333
149,1,106163050,107403052,1,0.3333333333333333
150,1,107408809,108467581,1,0.3333333333333333
151,1,108571690,109922013,1,0.3333333333333333
152,1,109933787,109968401,1,0.3333333333333333
153,1,109987805,110453999,1,0.3333333333333333
154,1,110464125,110577138,1,0.3333333333333333
155,1,110588200,112717534,1,0.3333333333333333
156,1,112725478,113471063,1,0.3333333333333333
157,1,113508337,114220736,1,0.3333333333333333
158,1,114228794,114235706,1,0.3333333333333333
159,1,114245958,114853862,1,0.3333333333333333
160,1,114863525,115372000,1,0.3333333333333333
161,1,115389481,116062013,1,0.3333333333333333
162,1,116081666,116824183,1,0.3333333333333333
163,1,116847623,116861515,1,0.3333333333333333
164,1,116880909,116906096,1,0.3333333333333333
165,1,116925150,116938461,1,0.3333333333333333
166,1,116948867,117006671,1,0.3333333333333333
167,1,117015146,117751415,1,0.3333333333333333
168,1,117757490,118781178,1,0.3333333333333333
169,1,118811438,119105315,1,0.3333333333333333
170,1,119131184,119266053,1,0.3333333333333333
171,1,119271891,119774102,1,0.3333333333333333
172,1,119783556,119942294,1,0.3333333333333333
173,1,119963572,120232261,1,0.3333333333333333
174,1,120313797,120384620,1,0.3333333333333333
175,1,120405944,120737345,1,0.3333333333333333
176,1,120761983,120923696,1,0.3333333333333333
177,1,141474904,141491470,1,0.3333333333333333
178,1,141500919,141527782,1,0.3333333333333333
179,1,142116690,142435868,1,0.3333333333333333
180,1,142444242,142565191,1,0.3333333333333333
181,1,142570866,142598507,1,0.3333333333333333
182,1,142610589,142871406,1,0.3333333333333333
183,1,142877399,143526765,1,0.3333333333333333
184,1,143543580,144966156,1,0.3333333333333333
185,1,144975464,145023947,1,0.3333333333333333
186,1,145647143,145716245,1,0.3333333333333333
187,1,145820605,146012014,1,0.3333333333333333
188,1,146473741,146512434,1,0.3333333333333333
189,1,146525071,146549143,1,0.3333333333333333
190,1,146581869,146634734,1,0.3333333333333333
191,1,146661770,149362629,1,0.3333333333333333
193,1,149403519,149573806,1,0.3333333333333333
194,1,149579637,149582884,1,0.3333333333333333
195,1,149591108,149598429,1,0.3333333333333333
196,1,149604744,150808620,1,0.3333333333333333
197,1,150815602,151998352,1,0.3333333333333333
198,1,151998685,152605084,1,0.3333333333333333
199,1,152617283,155145482,1,0.3333333333333333
200,1,155152973,156497370,1,0.3333333333333333
201,1,156504203,156715120,1,0.3333333333333333
202,1,156722904,157446463,1,0.3333333333333333
203,1,157457777,157769567,1,0.3333333333333333
204,1,157779753,158111315,1,0.3333333333333333
205,1,158123386,158211115,1,0.3333333333333333
206,1,158222895,158292447,1,0.3333333333333333
207,1,158296040,158314837,1,0.3333333333333333
208,1,158319014,158365270,1,0.3333333333333333
209,1,158378189,158382079,1,0.3333333333333333
210,1,158392593,158736756,1,0.3333333333333333
211,1,158747329,164242059,1,0.3333333333333333
212,1,164247118,165948301,1,0.3333333333333333
213,1,165958802,165988174,1,0.3333333333333333
214,1,166003996,166010822,1,0.3333333333333333
215,1,166018172,168812476,1,0.3333333333333333
216,1,168818982,172497794,1,0.3333333333333333
217,1,172527923,176446701,1,0.3333333333333333
218,1,176455950,179420685,1,0.3333333333333333
219,1,179443743,179575821,1,0.3333333333333333
220,1,179581225,181371569,1,0.3333333333333333
221,1,181387023,182641159,1,0.3333333333333333
222,1,182657845,186034550,1,0.3333333333333333
223,1,186062909,186274119,1,0.3333333333333333
224,1,186293872,189329179,1,0.3333333333333333
225,1,189337051,193443252,1,0.3333333333333333
226,1,193480150,193527058,1,0.3333333333333333
227,1,193556792,193630262,1,0.3333333333333333
228,1,193652057,199041703,1,0.3333333333333333
229,1,199047681,199054142,1,0.3333333333333333
230,1,199087690,199111062,1,0.3333333333333333
231,1,199135441,199222301,1,0.3333333333333333
232,1,199273751,199356111,1,0.3333333333333333
233,1,199363774,201157571,1,0.3333333333333333
234,1,201169853,202358631,1,0.3333333333333333
235,1,202366885,203532522,1,0.3333333333333333
236,1,203539204,205954108,1,0.3333333333333333
237,1,205966175,208143743,1,0.3333333333333333
238,1,208148352,209359643,1,0.3333333333333333
239,1,209366118,211118685,1,0.3333333333333333
240,1,211126341,211395327,1,0.3333333333333333
241,1,211438238,212152890,1,0.3333333333333333
242,1,212163869,213601626,1,0.3333333333333333
243,1,213607905,215165364,1,0.3333333333333333
244,1,215199726,217395427,1,0.3333333333333333
245,1,217416088,219300768,1,0.3333333333333333
246,1,219311634,221538990,1,0.3333333333333333
247,1,221557056,224126341,1,0.3333333333333333
248,1,224140920,225920251,1,0.3333333333333333
249,1,225926558,231061656,1,0.3333333333333333
250,1,231067740,234760702,1,0.3333333333333333
251,1,234776770,236274333,1,0.3333333333333333
252,1,236280081,237042779,1,0.3333333333333333
253,1,237050563,238730140,1,0.3333333333333333
254,1,238747201,239156984,1,0.3333333333333333
255,1,239190321,239313778,1,0.3333333333333333
256,1,239337733,239364269,1,0.3333333333333333
257,1,239391358,239517083,1,0.3333333333333333
258,1,239544570,239630032,1,0.3333333333333333
259,1,239663268,244617610,1,0.3333333333333333
260,1,244627520,244676774,1,0.3333333333333333
261,1,244693374,244865778,1,0.3333333333333333
262,1,244870377,244942436,1,0.3333333333333333
263,1,244947984,244955806,1,0.3333333333333333
264,1,244961779,244970723,1,0.3333333333333333
265,1,245009770,245014643,1,0.3333333333333333
266,1,245054641,245071941,1,0.3333333333333333
267,1,245082256,245121447,1,0.3333333333333333
268,1,245134410,245140268,1,0.3333333333333333
269,1,245150122,245299678,1,0.3333333333333333
270,1,245308564,245433846,1,0.3333333333333333
271,2,712,125634,1,0.3333333333333333
272,2,143031,165346,1,0.3333333333333333
273,2,167106,176745,1,0.3333333333333333
274,2,196212,479448,1,0.3333333333333333
275,2,485052,3016048,1,0.3333333333333333
276,2,3072994,4495693,1,0.3333333333333333
277,2,4600483,5064198,1,0.3333333333333333
278,2,5117160,8963807,1,0.3333333333333333
279,2,8972669,10440704,1,0.3333333333333333
280,2,10446234,11268822,1,0.3333333333333333
281,2,11273719,11824126,1,0.3333333333333333
282,2,11839789,15741307,1,0.3333333333333333
283,2,15752122,20346474,1,0.3333333333333333
284,2,20354952,22147571,1,0.3333333333333333
285,2,22164275,23148262,1,0.3333333333333333
286,2,23178086,23798605,1,0.3333333333333333
287,2,23809995,25541135,1,0.3333333333333333
288,2,25551899,29745341,1,0.3333333333333333
289,2,29758580,34597887,1,0.3333333333333333
290,2,34614581,34702220,1,0.3333333333333333
291,2,34730412,34868034,1,0.3333333333333333
292,2,34904779,39267014,1,0.3333333333333333
293,2,39284752,41599090,1,0.3333333333333333
294,2,41616449,43362384,1,0.3333333333333333
295,2,43367043,44064629,1,0.3333333333333333
296,2,44073585,44107287,1,0.3333333333333333
297,2,44112923,46581831,1,0.3333333333333333
298,2,46600135,47534465,1,0.3333333333333333
299,2,47541529,48962866,1,0.3333333333333333
300,2,49007696,50317220,1,0.3333333333333333
301,2,50329312,56794730,1,0.3333333333333333
302,2,56853626,57106587,1,0.3333333333333333
303,2,57141220,60843704,1,0.3333333333333333
304,2,60860846,61005290,1,0.3333333333333333
305,2,61025070,61061211,1,0.3333333333333333
306,2,61069435,67262586,1,0.3333333333333333
307,2,67280403,69113514,1,0.3333333333333333
308,2,69119613,73764874,1,0.3333333333333333
309,2,73769146,74670974,1,0.3333333333333333
310,2,74676485,81995821,1,0.3333333333333333
311,2,82033369,87033744,1,0.3333333333333333
312,2,87287735,87839798,1,0.3333333333333333
313,2,88099999,89162648,1,0.3333333333333333
314,2,89203734,89712785,1,0.3333333333333333
315,2,89727641,89953713,1,0.3333333333333333
316,2,91057159,91234354,1,0.3333333333333333
317,2,91240477,91321476,1,0.3333333333333333
318,2,91494116,91569435,1,0.3333333333333333
319,2,91683845,94918111,1,0.3333333333333333
320,2,94940234,94964565,1,0.3333333333333333
321,2,94970664,98466443,1,0.3333333333333333
322,2,98472519,101487776,1,0.3333333333333333
323,2,101508783,106387775,1,0.3333333333333333
324,2,106409285,110341019,1,0.3333333333333333
325,2,110563411,111085061,1,0.3333333333333333
326,2,111108426,113884106,1,0.3333333333333333
327,2,113910766,114036896,1,0.3333333333333333
328,2,114146068,115199661,1,0.3333333333333333
329,2,115206978,115251658,1,0.3333333333333333
330,2,115260305,116378260,1,0.3333333333333333
331,2,116395687,120822517,1,0.3333333333333333
332,2,120829609,123225447,1,0.3333333333333333
333,2,123281054,126438234,1,0.3333333333333333
334,2,126478953,126745976,1,0.3333333333333333
335,2,126799274,126901119,1,0.3333333333333333
336,2,126922829,130410215,1,0.3333333333333333
337,2,130427665,130453073,1,0.3333333333333333
338,2,130458581,131785093,1,0.3333333333333333
339,2,131792734,131931782,1,0.3333333333333333
340,2,131945577,132042781,1,0.3333333333333333
341,2,132067307,132196569,1,0.3333333333333333
342,2,132210961,132323628,1,0.3333333333333333
343,2,132327604,132349355,1,0.3333333333333333
344,2,132419295,132947789,1,0.3333333333333333
345,2,132974227,139709714,1,0.3333333333333333
346,2,139773806,147365650,1,0.3333333333333333
347,2,147413433,147652606,1,0.3333333333333333
348,2,147700457,158902610,1,0.3333333333333333
349,2,158911197,159695436,1,0.3333333333333333
350,2,159712195,164848314,1,0.3333333333333333
351,2,164879282,165653813,1,0.3333333333333333
352,2,165662108,171006374,1,0.3333333333333333
353,2,171017426,173478545,1,0.3333333333333333
354,2,173485322,174896336,1,0.3333333333333333
355,2,174901679,180212390,1,0.3333333333333333
356,2,180223718,187349250,1,0.3333333333333333
357,2,187359105,190451844,1,0.3333333333333333
358,2,190458269,190481066,1,0.3333333333333333
359,2,190485380,196058781,1,0.3333333333333333
360,2,196090504,198648767,1,0.3333333333333333
361,2,198658046,216382286,1,0.3333333333333333
362,2,216395222,217154796,1,0.3333333333333333
363,2,217169713,224771175,1,0.3333333333333333
364,2,224833869,229675328,1,0.3333333333333333
365,2,229700351,231853847,1,0.3333333333333333
366,2,231862922,233057465,1,0.3333333333333333
367,2,233066421,235036486,1,0.3333333333333333
368,2,235061664,235732587,1,0.3333333333333333
369,2,235740357,236665001,1,0.3333333333333333
370,2,236672959,242242118,1,0.3333333333333333
371,2,242430070,242784096,1,0.3333333333333333
372,3,39066,342654,1,0.3333333333333333
373,3,348251,478718,1,0.3333333333333333
374,3,515536,517145,1,0.3333333333333333
375,3,521064,574415,1,0.3333333333333333
376,3,586636,625689,1,0.3333333333333333
377,3,641257,4099960,1,0.3333333333333333
378,3,4109224,4214897,1,0.3333333333333333
379,3,4226329,9771752,1,0.3333333333333333
380,3,9779380,9918123,1,0.3333333333333333
381,3,9923074,11677508,1,0.3333333333333333
382,3,11686988,12710784,1,0.3333333333333333
383,3,12735694,14873985,1,0.3333333333333333
384,3,14887411,16613213,1,0.3333333333333333
385,3,16617887,16778176,1,0.3333333333333333
386,3,16792439,18668016,1,0.3333333333333333
387,3,18712267,19922255,1,0.3333333333333333
388,3,19936335,24520200,1,0.3333333333333333
389,3,24543616,25463517,1,0.3333333333333333
390,3,25470432,29923292,1,0.3333333333333333
391,3,29936736,31279861,1,0.3333333333333333
392,3,31298148,34796905,1,0.3333333333333333
393,3,34840321,39070614,1,0.3333333333333333
394,3,39083092,41241584,1,0.3333333333333333
395,3,41249898,46752789,1,0.3333333333333333
396,3,46761824,46823673,1,0.3333333333333333
397,3,46829442,48626775,1,0.3333333333333333
398,3,48631976,48677740,1,0.3333333333333333
399,3,48686316,50274167,1,0.3333333333333333
400,3,50277922,50326943,1,0.3333333333333333
401,3,50330225,54374166,1,0.3333333333333333
402,3,54381805,55759111,1,0.3333333333333333
403,3,55767891,60816395,1,0.3333333333333333
404,3,60825422,64093778,1,0.3333333333333333
405,3,64100021,65243724,1,0.3333333333333333
406,3,65284372,69024511,1,0.3333333333333333
407,3,69036237,69714887,1,0.3333333333333333
408,3,69736891,71096721,1,0.3333333333333333
409,3,71105921,71561684,1,0.3333333333333333
410,3,71570203,73535935,1,0.3333333333333333
411,3,73545783,75469606,1,0.3333333333333333
412,3,75479859,75535753,1,0.3333333333333333
413,3,75546791,75799957,1,0.3333333333333333
414,3,75845446,75858339,1,0.3333333333333333
415,3,75870144,75896020,1,0.3333333333333333
416,3,75914406,75957900,1,0.3333333333333333
417,3,75971233,76019295,1,0.3333333333333333
418,3,76042344,77513375,1,0.3333333333333333
419,3,77524016,79388058,1,0.3333333333333333
420,3,79401618,80929281,1,0.3333333333333333
421,3,80959005,82751614,1,0.3333333333333333
422,3,82801964,84189335,1,0.3333333333333333
423,3,84212782,84761534,1,0.3333333333333333
424,3,84773539,86079447,1,0.3333333333333333
425,3,86093476,86238114,1,0.3333333333333333
426,3,86304015,87271517,1,0.3333333333333333
427,3,87287192,87311658,1,0.3333333333333333
428,3,87336579,87661897,1,0.3333333333333333
429,3,87696516,88166248,1,0.3333333333333333
430,3,88179775,88662813,1,0.3333333333333333
431,3,88671596,89473678,1,0.3333333333333333
432,3,89488409,89516057,1,0.3333333333333333
433,3,89531802,89654152,1,0.3333333333333333
434,3,89663968,90219681,1,0.3333333333333333
435,3,90236603,90284660,1,0.3333333333333333
436,3,90296455,90391698,1,0.3333333333333333
437,3,95043863,95338953,1,0.3333333333333333
438,3,95346425,97340020,1,0.3333333333333333
439,3,97384282,97943959,1,0.3333333333333333
440,3,97955574,100144881,1,0.3333333333333333
441,3,100159418,103058802,1,0.3333333333333333
442,3,103067334,103845179,1,0.3333333333333333
443,3,103869497,105247720,1,0.3333333333333333
444,3,105296320,106577524,1,0.3333333333333333
445,3,106589477,111089189,1,0.3333333333333333
446,3,111105693,113356479,1,0.3333333333333333
447,3,113370366,113847282,1,0.3333333333333333
448,3,113854434,114473399,1,0.3333333333333333
449,3,114484581,115444884,1,0.3333333333333333
450,3,115450295,119473378,1,0.3333333333333333
451,3,119496988,123302196,1,0.3333333333333333
452,3,123307820,126884366,1,0.3333333333333333
453,3,127015333,127130406,1,0.3333333333333333
454,3,127138046,128434521,1,0.3333333333333333
455,3,128485208,128664764,1,0.3333333333333333
456,3,128683027,130206126,1,0.3333333333333333
457,3,130220686,130840184,1,0.3333333333333333
458,3,130849527,131199964,1,0.3333333333333333
459,3,131215316,131299415,1,0.3333333333333333
460,3,131310594,136853762,1,0.3333333333333333
461,3,136891846,137841243,1,0.3333333333333333
462,3,137852057,143671669,1,0.3333333333333333
463,3,143686906,144718154,1,0.3333333333333333
464,3,144727213,153247166,1,0.3333333333333333
465,3,153300999,156963893,1,0.3333333333333333
466,3,156981865,160212878,1,0.3333333333333333
467,3,160231691,163957219,1,0.3333333333333333
468,3,163966040,163987465,1,0.3333333333333333
469,3,163997236,164023510,1,0.3333333333333333
470,3,164038925,164101784,1,0.3333333333333333
471,3,164112881,164333847,1,0.3333333333333333
472,3,164343718,164427869,1,0.3333333333333333
473,3,164454066,166625316,1,0.3333333333333333
474,3,166639991,168786545,1,0.3333333333333333
475,3,168804852,170462923,1,0.3333333333333333
476,3,170472437,173237997,1,0.3333333333333333
477,3,173247425,173637617,1,0.3333333333333333
478,3,173645852,176989598,1,0.3333333333333333
479,3,177004388,181135381,1,0.3333333333333333
480,3,181148817,181183735,1,0.3333333333333333
481,3,181189842,185001990,1,0.3333333333333333
482,3,185013005,186735226,1,0.3333333333333333
483,3,186745732,193414542,1,0.3333333333333333
484,3,193425674,193467200,1,0.3333333333333333
485,3,193476462,196656506,1,0.3333333333333333
486,3,196908262,196937230,1,0.3333333333333333
487,3,196947293,196962380,1,0.3333333333333333
488,3,196972157,199325300,1,0.3333333333333333
489,3,199333505,199383479,1,0.3333333333333333
490,4,5224,61876,1,0.3333333333333333
491,4,62447,79281,1,0.3333333333333333
492,4,81744,90787,1,0.3333333333333333
493,4,96888,175366,1,0.3333333333333333
494,4,185368,826605,1,0.3333333333333333
495,4,833085,843614,1,0.3333333333333333
496,4,846154,890807,1,0.3333333333333333
497,4,897264,916652,1,0.3333333333333333
498,4,917610,3551253,1,0.3333333333333333
499,4,3556852,3568531,1,0.3333333333333333
500,4,3573080,3641241,1,0.3333333333333333
501,4,3673803,4147283,1,0.3333333333333333
502,4,4308119,4314081,1,0.3333333333333333
503,4,4327213,4358339,1,0.3333333333333333
504,4,4360195,8850748,1,0.3333333333333333
505,4,9047040,9477600,1,0.3333333333333333
506,4,9490990,15375010,1,0.3333333333333333
507,4,15384438,24218777,1,0.3333333333333333
508,4,24224491,26261405,1,0.3333333333333333
509,4,26278444,30019771,1,0.3333333333333333
510,4,30083533,30560722,1,0.3333333333333333
511,4,30573671,31049842,1,0.3333333333333333
512,4,31107518,36697482,1,0.3333333333333333
513,4,36738699,36983238,1,0.3333333333333333
514,4,37025175,37407426,1,0.3333333333333333
515,4,37413005,41489363,1,0.3333333333333333
516,4,41496099,42685919,1,0.3333333333333333
517,4,42710489,45504577,1,0.3333333333333333
518,4,45535603,45884120,1,0.3333333333333333
519,4,45894555,47334481,1,0.3333333333333333
520,4,47347301,48644676,1,0.3333333333333333
521,4,48659573,48887700,1,0.3333333333333333
522,4,48893757,48924159,1,0.3333333333333333
523,4,49056466,49422736,1,0.3333333333333333
524,4,52530029,52542008,1,0.3333333333333333
525,4,52552859,52866092,1,0.3333333333333333
526,4,52891744,53940563,1,0.3333333333333333
527,4,53947082,54222055,1,0.3333333333333333
528,4,54233704,54818502,1,0.3333333333333333
529,4,54830408,56191506,1,0.3333333333333333
530,4,56204828,56528111,1,0.3333333333333333
531,4,56538786,56886195,1,0.3333333333333333
532,4,56900758,57769341,1,0.3333333333333333
533,4,57777789,59357407,1,0.3333333333333333
534,4,59395290,60641180,1,0.3333333333333333
535,4,60678904,61229724,1,0.3333333333333333
536,4,61252645,62435526,1,0.3333333333333333
537,4,62446231,63222419,1,0.3333333333333333
538,4,63275984,64652340,1,0.3333333333333333
539,4,64680305,65414644,1,0.3333333333333333
540,4,65481054,65744197,1,0.3333333333333333
541,4,65794186,66816761,1,0.3333333333333333
542,4,66835016,67211677,1,0.3333333333333333
543,4,67234063,67381734,1,0.3333333333333333
544,4,67404716,67833957,1,0.3333333333333333
545,4,67867679,69042487,1,0.3333333333333333
546,4,69215734,69311985,1,0.3333333333333333
547,4,69789443,70305861,1,0.3333333333333333
548,4,70334625,70410860,1,0.3333333333333333
549,4,70442343,70445716,1,0.3333333333333333
550,4,70473911,70726327,1,0.3333333333333333
551,4,70749905,71906729,1,0.3333333333333333
552,4,71911043,72985198,1,0.3333333333333333
553,4,72994111,74368203,1,0.3333333333333333
554,4,74379535,74719357,1,0.3333333333333333
555,4,74730754,75668590,1,0.3333333333333333
556,4,75673613,76622083,1,0.3333333333333333
557,4,76653831,77049387,1,0.3333333333333333
558,4,77061006,77300382,1,0.3333333333333333
559,4,77303574,77856862,1,0.3333333333333333
560,4,77863667,78685195,1,0.3333333333333333
561,4,78691810,79606045,1,0.3333333333333333
562,4,79616351,80607032,1,0.3333333333333333
563,4,80615625,81139934,1,0.3333333333333333
564,4,81162799,82540203,1,0.3333333333333333
565,4,82569422,84308939,1,0.3333333333333333
566,4,84316855,87125034,1,0.3333333333333333
567,4,87135123,88309706,1,0.3333333333333333
568,4,88320867,88381178,1,0.3333333333333333
569,4,88392625,89297860,1,0.3333333333333333
570,4,89306720,89782811,1,0.3333333333333333
571,4,89790637,91468725,1,0.3333333333333333
572,4,91479631,92419006,1,0.3333333333333333
573,4,92426426,93211181,1,0.3333333333333333
574,4,93240865,100160841,1,0.3333333333333333
575,4,100169541,102644734,1,0.3333333333333333
576,4,102672728,104401802,1,0.3333333333333333
577,4,104413477,106965473,1,0.3333333333333333
578,4,106972190,110834066,1,0.3333333333333333
579,4,110841462,119681984,1,0.3333333333333333
580,4,119714411,119812578,1,0.3333333333333333
581,4,119819380,119910398,1,0.3333333333333333
582,4,119958548,120638168,1,0.3333333333333333
583,4,120650347,124374816,1,0.3333333333333333
584,4,124390047,126128011,1,0.3333333333333333
585,4,126172292,132931013,1,0.3333333333333333
586,4,132983429,133222805,1,0.3333333333333333
